dataset_name,sample_id,point_id,class_label,specimen_name,marker,tune_wavenumber,source_file,background_file,processing_mode,status,error
snom光谱1,gan-MPAP4-1000-c,10,liver,肝SK类原位,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 131821 PH PSP gan-MPAP4-1000-c-10.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-a,1,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 132922 PH PSP gan-TCR REP-1000-a-1.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-a,2,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 133132 PH PSP gan-TCR REP-1000-a-2.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-a,3,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 133351 PH PSP gan-TCR REP-1000-a-3.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-a,4,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 133557 PH PSP gan-TCR REP-1000-a-4.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-a,5,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 133809 PH PSP gan-TCR REP-1000-a-5.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-b,1,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 134457 PH PSP gan-TCR REP-1000-b-1.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-b,2,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 134716 PH PSP gan-TCR REP-1000-b-2.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-b,3,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 134925 PH PSP gan-TCR REP-1000-b-3.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-b,4,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 135133 PH PSP gan-TCR REP-1000-b-4.txt,,raw-reference,ok,
snom光谱1,gan-TCR REP-1000-b,5,liver,肝SK类原位,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 135356 PH PSP gan-TCR REP-1000-b-5.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-a,1,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 140310 PH PSP zhong-IZKF-1000-a-1.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-a,2,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 140521 PH PSP zhong-IZKF-1000-a-2.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-a,3,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 140727 PH PSP zhong-IZKF-1000-a-3.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-a,4,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 140947 PH PSP zhong-IZKF-1000-a-4.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-a,5,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 141204 PH PSP zhong-IZKF-1000-a-5.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,1,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 141811 PH PSP zhong-IZKF-1000-b-1.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,2,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 142018 PH PSP zhong-IZKF-1000-b-2.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,3,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 142234 PH PSP zhong-IZKF-1000-b-3.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,4,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 142516 PH PSP zhong-IZKF-1000-b-4.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,5,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 142733 PH PSP zhong-IZKF-1000-b-5.txt,,raw-reference,ok,
snom光谱1,zhong-IZKF-1000-b,6,tumor,肿瘤SK类皮下,IKZF1,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 142939 PH PSP zhong-IZKF-1000-b-6.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-a,1,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 143934 PH PSP zhong-MPAP-1000-a-1.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-a,2,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 144141 PH PSP zhong-MPAP-1000-a-2.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-a,3,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 144348 PH PSP zhong-MPAP-1000-a-3.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-b,1,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 145116 PH PSP zhong-MPAP-1000-b-1.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-b,2,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 145339 PH PSP zhong-MPAP-1000-b-2.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-b,3,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 145554 PH PSP zhong-MPAP-1000-b-3.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-b,4,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 145804 PH PSP zhong-MPAP-1000-b-4.txt,,raw-reference,ok,
snom光谱1,zhong-MPAP-1000-b,5,tumor,肿瘤SK类皮下,MFAP4,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 150047 PH PSP zhong-MPAP-1000-b-5.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-a,1,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 151028 PH PSP zhong-TCR REP-1000-a-1.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-a,2,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 151235 PH PSP zhong-TCR REP-1000-a-2.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-a,3,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 151444 PH PSP zhong-TCR REP-1000-a-3.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-b,1,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 152117 PH PSP zhong-TCR REP-1000-b-1.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-b,2,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 152326 PH PSP zhong-TCR REP-1000-b-2.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-b,3,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 152535 PH PSP zhong-TCR REP-1000-b-3.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-b,4,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 152746 PH PSP zhong-TCR REP-1000-b-4.txt,,raw-reference,ok,
snom光谱1,zhong-TCR REP-1000-b,5,tumor,肿瘤SK类皮下,TCR,1000,D:\undergra\na_nn\snom光谱1\2026-08-06 153015 PH PSP zhong-TCR REP-1000-b-5.txt,,raw-reference,ok,
