dataset_name,sample_id,point_id,class_label,specimen_name,marker,tune_wavenumber,source_file,background_file,processing_mode,status,error
snom光谱2,TA-1280-b,1,tonsil,TA0038190758_PD1_1.500,PD1,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 182852 PH PSP TA-1280-b-1.txt,,raw-reference,ok,
snom光谱2,TA-1280-b,2,tonsil,TA0038190758_PD1_1.500,PD1,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 183109 PH PSP TA-1280-b-2.txt,,raw-reference,ok,
snom光谱2,TA-1280-b,3,tonsil,TA0038190758_PD1_1.500,PD1,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 183321 PH PSP TA-1280-b-3.txt,,raw-reference,ok,
snom光谱2,TA-1280-b,4,tonsil,TA0038190758_PD1_1.500,PD1,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 183530 PH PSP TA-1280-b-4.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-a,1,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 185236 PH PSP lei 2-1280-a-1.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-a,2,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 185443 PH PSP lei 2-1280-a-2.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-a,3,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 185652 PH PSP lei 2-1280-a-3.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-a,4,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 185906 PH PSP lei 2-1280-a-4.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-a,5,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 190118 PH PSP lei 2-1280-a-5.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-b,1,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 191035 PH PSP lei 2-1280-b-1.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-b,2,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 191256 PH PSP lei 2-1280-b-2.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-b,3,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 191504 PH PSP lei 2-1280-b-3.txt,,raw-reference,ok,
snom光谱2,lei 2-1280-b,4,organoid,类器官2 ZX Cell 2,none,1280,D:\undergra\na_nn\snom光谱2\2026-07-28 191715 PH PSP lei 2-1280-b-4.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,1,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 162446 PH PSP lei 1-1200-a-1.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,2,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 162723 PH PSP lei 1-1200-a-2.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,3,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 162936 PH PSP lei 1-1200-a-3.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,4,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 163148 PH PSP lei 1-1200-a-4.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,5,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 163358 PH PSP lei 1-1200-a-5.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,6,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 163614 PH PSP lei 1-1200-a-6.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,7,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 163832 PH PSP lei 1-1200-a-7.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,8,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 164045 PH PSP lei 1-1200-a-8.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,9,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 164254 PH PSP lei 1-1200-a-9.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,10,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 164501 PH PSP lei 1-1200-a-10.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,11,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 164715 PH PSP lei 1-1200-a-11.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,12,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 164932 PH PSP lei 1-1200-a-12.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,13,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 165149 PH PSP lei 1-1200-a-13.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,1,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 171234 PH PSP lei 1-1200-b-1.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,2,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 171449 PH PSP lei 1-1200-b-2.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,3,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 171710 PH PSP lei 1-1200-b-3.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,4,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 171951 PH PSP lei 1-1200-b-4.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,5,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 172226 PH PSP lei 1-1200-b-5.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,6,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 172446 PH PSP lei 1-1200-b-6.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,7,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 172657 PH PSP lei 1-1200-b-7.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,8,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 172906 PH PSP lei 1-1200-b-8.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,9,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 173132 PH PSP lei 1-1200-b-9.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,10,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 173340 PH PSP lei 1-1200-b-10.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,11,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 173605 PH PSP lei 1-1200-b-11.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-b,12,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 173814 PH PSP lei 1-1200-b-12.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,13,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 174026 PH PSP lei 1-1200-a-13.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-a,14,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 174254 PH PSP lei 1-1200-a-14.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,1,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 182603 PH PSP lei 1-1200-e-1.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,2,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 182814 PH PSP lei 1-1200-e-2.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,3,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 183039 PH PSP lei 1-1200-e-3.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,4,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 183258 PH PSP lei 1-1200-e-4.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,5,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 183508 PH PSP lei 1-1200-e-5.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,6,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 183722 PH PSP lei 1-1200-e-6.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,7,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 184153 PH PSP lei 1-1200-e-7.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,8,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 184422 PH PSP lei 1-1200-e-8.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,9,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 184638 PH PSP lei 1-1200-e-9.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,10,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 184904 PH PSP lei 1-1200-e-10.txt,,raw-reference,ok,
snom-lei1,lei 1-1200-e,11,organoid,类器官1 ZX Cell 1,none,1200,D:\undergra\na_nn\snom-lei1\2026-07-27 185130 PH PSP lei 1-1200-e-11.txt,,raw-reference,ok,
